1,4028.33
2,3970.5
3,148.1
4,874.11
5,12.15
6,3319.75
7,386.17
8,1343.35
9,582.86
10,1145.9
11,2437.6
12,931.34
13,122.33
14,4567.95
15,1887.36
16,3234.16
17,1850.41
18,4270.13
19,3834.16
20,2201.55
21,2227.06
22,4234.85
23,2520.06
24,2635.6
25,4005.03
26,218.43
27,3931.98
28,484.48
29,2516.45
30,443.22
31,4116.79
32,3978.29
33,2889.04
34,2213.57
35,3850.78
36,1634.45
37,1847.22
38,1228.97
39,552.24
40,4330.05
41,1365.2
42,1333.25
43,564.2
44,4788.73
45,2211.54
46,1997.39
47,4568.77
48,96.83
49,2413.81
50,515.28
51,2111.47
52,829.78
53,1236.82
54,3993.87
55,4881.85
56,2548.21
57,595.89
58,2606.35
59,1246.4
60,3095.17
61,2545.61
62,4500.59
63,570.97
64,1960.82
65,3867.79
66,219.58
67,1767.99
68,483.92
69,3639.24
70,3447.3
71,4458.65
72,3724.73
73,3646.52
74,195.05
75,922.8
76,1136.41
77,3492.94
78,1832.38
79,363.27
80,2514.61
81,1693.36
82,3433.36
83,1261.15
84,3434.49
85,3179.47
86,3120.54
87,1881.93
88,330.72
89,3637.3
90,3583.54
91,4744.8
92,2581.53
93,3140.24
94,2124.42
95,4598.74
96,1934.88
97,677.89
98,2062.67
99,4208.88
100,589.3
101,1364.75
102,1234.93
103,1616.34
104,2904.63
105,2235.75
106,643.33
107,2187.1
108,3986.09
109,4325.87
110,3675.0
111,4309.19
112,4662.13
113,4029.25
114,2509.61
115,270.83
116,1367.44
117,4215.1
118,4233.84
119,3630.72
120,350.41
121,242.28
122,2069.07
123,662.99
124,4192.27
125,4998.81
126,3312.98
127,392.07
128,3077.82
129,2605.84
130,2866.16
131,3892.88
132,843.04
133,2123.39
134,2859.63
135,4213.58
136,2466.82
137,815.27
138,3623.29
139,4435.01
140,3704.62
141,377.82
142,1184.44
143,3501.62
144,4156.43
145,1847.21
146,4790.04
147,4221.75
148,4052.39
149,2162.34
150,2715.18
151,3216.75
152,3130.22
153,3439.77
154,2434.07
155,3922.73
156,3914.89
157,4676.69
158,1160.68
159,1733.89
160,1435.51
161,1736.82
162,4433.25
163,4678.37
164,4016.44
165,3754.01
166,4395.41
167,4360.33
168,3084.74
169,3569.47
170,2208.46
171,176.53
172,3840.1
173,3780.77
174,2503.91
175,2871.67
176,1146.45
177,694.82
178,4679.06
179,2381.55
180,1854.7
181,895.42
182,1120.16
183,1112.49
184,3757.26
185,669.86
186,1807.98
187,2222.64
188,879.9
189,2396.35
190,4111.83
191,910.56
192,4757.48
193,654.56
194,492.53
195,1773.09
196,1015.12
197,79.54
198,2947.24
199,1235.97
200,3493.79
201,4255.96
202,1021.95
203,1764.55
204,466.37
205,3005.84
206,2518.68
207,63.92
208,1177.69
209,3958.37
210,3921.29
211,3952.8
212,2189.43
213,3222.65
214,3548.72
215,1579.02
216,1742.37
217,1663.12
218,3418.22
219,728.17
220,1920.97
221,4665.94
222,2064.48
223,2953.29
224,844.12
225,634.19
226,1317.14
227,1539.18
228,2340.62
229,144.12
230,1214.03
231,1775.63
232,1579.13
233,2294.55
234,2852.92
235,1778.78
236,45.76
237,1459.38
238,1372.8
239,4607.31
240,1369.37
241,1933.32
242,1063.84
243,1560.44
244,321.01
245,4582.09
246,2249.42
247,921.14
248,3409.32
249,4621.29
250,3318.09
251,691.28
252,574.43
253,4067.25
254,872.06
255,1363.48
256,2776.09
257,3901.49
258,2144.38
259,2928.03
260,252.65
261,3864.2
262,4287.77
263,3141.12
264,3546.24
265,3092.02
266,4918.33
267,4061.97
268,1191.22
269,4837.09
270,1968.46
271,1457.81
272,4412.04
273,472.86
274,2092.62
275,1536.04
276,4534.12
277,4658.76
278,3738.2
279,220.04
280,1079.44
281,1955.58
282,1747.13
283,4425.99
284,1345.51
285,4818.46
286,809.49
287,3630.14
288,3763.49
289,2097.48
290,4446.56
291,2124.37
292,3582.21
293,3232.63
294,3484.27
295,1649.85
296,685.23
297,4846.35
298,2127.54
299,3151.05
300,2911.6
301,2183.63
302,3946.15
303,745.02
304,1178.91
305,2595.81
306,4180.87
307,4750.92
308,2628.44
309,1346.42
310,2048.72
311,2582.35
312,1331.29
313,3791.89
314,4353.22
315,1354.7
316,4467.14
317,3722.95
318,469.54
319,4024.01
320,3969.16
321,2641.71
322,2952.57
323,3981.39
324,2402.2
325,4114.05
326,139.09
327,3182.97
328,1645.44
329,173.83
330,3684.18
331,3667.5
332,1671.68
333,565.15
334,1487.15
335,818.11
336,539.38
337,1754.91
338,4777.27
339,4038.93
340,2438.5
341,3173.61
342,4345.8
343,3806.0
344,18.33
345,4859.97
346,2512.32
347,733.74
348,4773.75
349,4489.33
350,3273.0
351,2940.01
352,2730.2
353,4135.45
354,2701.71
355,613.46
356,1939.63
357,567.62
358,394.05
359,4218.76
360,2369.17
361,4227.66
362,1161.47
363,2205.79
364,2205.99
365,2154.59
366,4604.55
367,4249.32
368,3606.54
369,1823.32
370,3736.04
371,1102.82
372,3047.78
373,3288.67
374,3969.65
375,4808.87
376,3012.08
377,2487.19
378,3890.93
379,1781.68
380,2893.98
381,4145.66
382,114.07
383,94.92
384,402.24
385,146.83
386,269.83
387,1964.05
388,3364.07
389,1464.21
390,1484.57
391,2015.18
392,2516.74
393,4753.48
394,2506.26
395,3863.14
396,2839.41
397,1359.57
398,1798.01
399,573.56
400,4725.78
401,1146.5
402,3539.95
403,3677.56
404,2809.74
405,3175.77
406,4540.39
407,2706.13
408,2767.11
409,3800.21
410,3467.62
411,502.0
412,2766.68
413,1910.25
414,355.73
415,2283.58
416,2762.96
417,3262.5
418,2444.84
419,3635.07
420,3119.85
421,1994.47
422,2221.08
423,4553.53
424,1030.19
425,2226.94
426,4723.43
427,4957.21
428,595.31
429,1950.36
430,1264.4
431,2113.36
432,1619.03
433,4978.62
434,1654.23
435,1059.32
436,819.03
437,1087.79
438,4358.88
439,3092.8
440,2551.58
441,2752.97
442,374.77
443,2585.89
444,4620.21
445,4095.09
446,4643.56
447,4296.07
448,3998.29
449,3506.73
450,3375.77
451,1312.47
452,4155.96
453,1696.2
454,3507.0
455,3729.36
456,1312.03
457,3882.03
458,59.43
459,4908.59
460,2744.57
461,4547.56
462,3956.66
463,1556.35
464,1969.18
465,2619.49
466,2993.27
467,3715.26
468,3178.87
469,3652.03
470,2739.72
471,2952.69
472,377.28
473,4784.9
474,163.86
475,475.78
476,854.52
477,2503.88
478,4692.31
479,4024.8
480,1890.81
481,685.03
482,1728.16
483,4918.62
484,4613.38
485,3914.11
486,636.38
487,4197.4
488,2875.5
489,948.79
490,3258.5
491,2270.72
492,1064.68
493,1736.44
494,2158.58
495,2023.58
496,878.22
497,1130.4
498,3240.64
499,2046.24
500,3931.8
